experiment_id,model_config,stage,input_tokens,output_tokens,latency_ms,dsl_errors,render_errors,type_error_count,reference_error_count,cycle_detected,regenerated,runtime_error,timestamp
"exp_1765528462706","A","2","1507","688","4785","","","0","0","false","false","false","Fri Dec 12 2025 17:39:12 GMT+0900 (Japan Standard Time)"
"exp_1765528462706","A","1","4079","1133","14906","","","0","0","false","false","false","Fri Dec 12 2025 17:42:46 GMT+0900 (Japan Standard Time)"
"exp_1765528462706","A","3","2398","1430","12478","","","0","0","false","false","false","Fri Dec 12 2025 17:38:53 GMT+0900 (Japan Standard Time)"
"exp_1765528462706","A","3","2984","1809","22391","","","0","0","false","false","false","Fri Dec 12 2025 17:40:05 GMT+0900 (Japan Standard Time)"
"exp_1765528462706","A","1","4082","1218","15012","","","0","0","false","false","false","Fri Dec 12 2025 17:39:34 GMT+0900 (Japan Standard Time)"
"exp_1765528462706","A","2","1714","938","8291","","","0","0","false","false","false","Fri Dec 12 2025 17:39:43 GMT+0900 (Japan Standard Time)"
"exp_1765528462706","A","1","4067","1042","15105","","","0","0","false","false","false","Fri Dec 12 2025 17:40:20 GMT+0900 (Japan Standard Time)"
"exp_1765528462706","A","2","1506","873","7606","","","0","0","false","false","false","Fri Dec 12 2025 17:40:28 GMT+0900 (Japan Standard Time)"
"exp_1765528462706","E","1","4099","1222","26871","","","0","0","false","false","false","Fri Dec 12 2025 23:29:08 GMT+0900 (Japan Standard Time)"
"exp_1765528462706","E","2","2128","566","13324","","","0","0","false","false","false","Fri Dec 12 2025 23:29:21 GMT+0900 (Japan Standard Time)"
"exp_1765528462706","A","1","4144","1115","13132","","","0","0","false","false","false","Fri Dec 12 2025 17:40:51 GMT+0900 (Japan Standard Time)"
"exp_1765528462706","A","2","1768","1063","8376","","","0","0","false","false","false","Fri Dec 12 2025 17:41:00 GMT+0900 (Japan Standard Time)"
"exp_1765528462706","A","1","4140","1151","13431","","","0","0","false","false","false","Fri Dec 12 2025 17:41:25 GMT+0900 (Japan Standard Time)"
"exp_1765528462706","A","2","1862","977","9186","","","0","0","false","false","false","Fri Dec 12 2025 17:41:35 GMT+0900 (Japan Standard Time)"
"exp_1765528462706","A","3","3004","1429","12416","","","0","0","false","false","false","Fri Dec 12 2025 17:41:12 GMT+0900 (Japan Standard Time)"
"exp_1765528462706","A","2","1616","834","6954","","","0","0","false","false","false","Fri Dec 12 2025 17:42:53 GMT+0900 (Japan Standard Time)"
"exp_1765528462706","A","3","2653","1304","11813","","","0","0","false","false","false","Fri Dec 12 2025 17:48:38 GMT+0900 (Japan Standard Time)"
"exp_1765528462706","A","1","4057","1148","14605","","","0","0","false","false","false","Fri Dec 12 2025 17:43:18 GMT+0900 (Japan Standard Time)"
"exp_1765528462706","A","2","1521","970","8764","","","0","0","false","false","false","Fri Dec 12 2025 17:43:27 GMT+0900 (Japan Standard Time)"
"exp_1765528462706","A","1","4116","1147","16103","","","0","0","false","false","false","Fri Dec 12 2025 17:48:54 GMT+0900 (Japan Standard Time)"
"exp_1765528462706","A","2","1769","794","7317","","","0","0","false","false","false","Fri Dec 12 2025 17:49:01 GMT+0900 (Japan Standard Time)"
"exp_1765528462706","A","2","1594","1061","8371","","","0","0","false","false","false","Fri Dec 12 2025 17:52:50 GMT+0900 (Japan Standard Time)"
